gene_id	type	gene_type	gene_name	seqnames	logFC	AveExpr	t	P.Value	adj.P.Val	B
LILRB3	ENSG00000204577.11	gene	protein_coding	LILRB3	chr19	-0.27719838322187	1.8766071251059	-2.1217234871888	0.0351405442890894	0.0777338123149219	-4.05193979287274
SNX29P2	ENSG00000271699.5	gene	transcribed_unprocessed_pseudogene	SNX29P2	chr16	-0.171032491515625	1.57034525206491	-2.11812715969765	0.0354478470466441	0.0782071684044975	-4.05258296287075
ZNF407	ENSG00000215421.9	gene	protein_coding	ZNF407	chr18	-0.0793872539822531	2.5538047169279	-2.16806256426869	0.0313814457665939	0.0712761926345434	-4.05259939922478
RP11-31I22.2	ENSG00000265115.1	gene	antisense	RP11-31I22.2	chr17	-0.340319555434223	1.61452660121826	-2.11167429408502	0.0360050332776729	0.0791759272998717	-4.0526605716164
FAM131A	ENSG00000175182.14	gene	protein_coding	FAM131A	chr3	-0.307169105666937	5.94965849431649	-2.24330256335964	0.026017417124468	0.0618288492516417	-4.05290794480464
RNU6-554P	ENSG00000222398.1	gene	snRNA	RNU6-554P	chr15	-0.244707446058561	0.921453756902248	-2.09848193597324	0.0371676092608516	0.0811166068636993	-4.05304485600075
PDCD6IPP2	ENSG00000261377.5	gene	transcribed_unprocessed_pseudogene	PDCD6IPP2	chr15	-0.196808761587182	2.75703302146988	-2.18253258523543	0.0302811970805703	0.0693795578651733	-4.05360271351135
TFCP2	ENSG00000135457.9	gene	protein_coding	TFCP2	chr12	0.069377965759192	5.43482331668162	2.26894457914759	0.0243814591648667	0.058767674012404	-4.05368942722404
KIFC3	ENSG00000140859.15	gene	protein_coding	KIFC3	chr16	0.129768735797753	4.49550474292711	2.26397647359272	0.0246912191877327	0.0593496703060203	-4.05381446008714
LA16c-329F2.1	ENSG00000261399.1	gene	antisense	LA16c-329F2.1	chr16	0.278748540268531	3.58047376309911	2.22991849537567	0.0269087094838697	0.0634511438013713	-4.0545981622699
RP11-666A20.4	ENSG00000248787.1	gene	lincRNA	RP11-666A20.4	chr3	-0.226524892123276	1.37343745237607	-2.10848895449588	0.0362828414779986	0.0796356818366897	-4.05481184163575
NDUFB8P2	ENSG00000270264.1	gene	processed_pseudogene	NDUFB8P2	chr17	-0.198383118800167	1.04663588763616	-2.09322843925497	0.0376394614994649	0.0817796122773693	-4.05482569499888
BTK	ENSG00000010671.15	gene	protein_coding	BTK	chrX	-0.27140135186701	2.34237256040064	-2.13050655894401	0.0343996567732756	0.0764821026495289	-4.05487031641823
PORCN	ENSG00000102312.21	gene	protein_coding	PORCN	chrX	-0.203648492982628	5.23501308658941	-2.26263343103523	0.0247755452250239	0.0595112069626647	-4.0552473717775
ARMC6	ENSG00000105676.13	gene	protein_coding	ARMC6	chr19	-0.120143368711426	4.75694929627659	-2.26944516725365	0.0243504366703175	0.0587219867369239	-4.05569170719225
RP11-215P8.2	ENSG00000279469.1	gene	TEC	RP11-215P8.2	chr5	-0.214700961118549	1.59324316375173	-2.11745772267241	0.0355053041992434	0.0783105839151112	-4.05671827192557
ATP5J2	ENSG00000241468.7	gene	protein_coding	ATP5J2	chr7	-0.214138336180767	7.71693027628615	-2.21267795563001	0.028095886562519	0.0655516800983973	-4.05688510041138
MCOLN3	ENSG00000055732.12	gene	protein_coding	MCOLN3	chr1	-0.345591475071668	1.90093625833346	-2.18545253259934	0.0300632709014347	0.0690727346913851	-4.0570247692446
ZNF606	ENSG00000166704.11	gene	protein_coding	ZNF606	chr19	0.117920560440329	3.3048105638436	2.19837686526303	0.0291149181474772	0.0674570001455214	-4.05719466174345
SHD	ENSG00000105251.10	gene	protein_coding	SHD	chr19	-0.248698075211853	3.43069486082886	-2.21620003442616	0.0278497252841576	0.0651522900157264	-4.05751276236241
RP1-41C23.4	ENSG00000278546.1	gene	lincRNA	RP1-41C23.4	chr17	-0.204330357155986	1.06103265680422	-2.09470501089937	0.0375063243927744	0.0815964934371855	-4.05810387985824
RP1-95L4.4	ENSG00000217648.1	gene	processed_pseudogene	RP1-95L4.4	chr6	-0.172142047649041	2.40444688301429	-2.16697488558893	0.0314655283651233	0.0714144230225349	-4.05859917113049
DCAF15	ENSG00000132017.10	gene	protein_coding	DCAF15	chr19	-0.125382111846704	5.0735866070716	-2.26780257194122	0.0244523609818217	0.0589152250631534	-4.05901973525703
RP11-445H22.3	ENSG00000283440.1	gene	lincRNA	RP11-445H22.3	chr20	-0.215560106881625	3.78518545181352	-2.23056786606706	0.0268648600951974	0.0633846049375633	-4.06026113443841
CDKAL1	ENSG00000145996.11	gene	protein_coding	CDKAL1	chr6	0.12053445764697	2.90275205755417	2.16428447132197	0.031674346980022	0.0718006952412126	-4.06055820588215
RP11-156K13.1	ENSG00000253944.1	gene	antisense	RP11-156K13.1	chr8	-0.232992023446491	1.77733182685757	-2.11054381873528	0.0361034173149563	0.0793454195734325	-4.06080512423361
ZNF672	ENSG00000171161.12	gene	protein_coding	ZNF672	chr1	0.0870210411219805	5.10704921118659	2.26702079740436	0.0245010014246626	0.0590148861164281	-4.06177674270003
IGLV1-36	ENSG00000211655.3	gene	IG_V_gene	IGLV1-36	chr22	-0.242303109904398	0.811809349570764	-2.08571699969515	0.0383230321702132	0.0829832122375656	-4.06189657264885
RNA5SP155	ENSG00000223086.1	gene	rRNA	RNA5SP155	chr4	-0.222959749799258	0.918822810351022	-2.08948419317081	0.0379788845740424	0.0823846524328149	-4.06191469488266
MKRN1	ENSG00000133606.10	gene	protein_coding	MKRN1	chr7	-0.0781361082446024	5.90221249125996	-2.25483545093265	0.0252701437841175	0.0604448329261776	-4.06219167040262
FBXO38	ENSG00000145868.16	gene	protein_coding	FBXO38	chr5	0.0877859881276946	4.49553340718781	2.26296167860801	0.0247549122619824	0.0594792628218479	-4.06267020023255
SEMA4G	ENSG00000095539.15	gene	protein_coding	SEMA4G	chr10	-0.123696645081714	3.53406016939777	-2.23037319248725	0.0268779990877077	0.0633910156847546	-4.06308615153338
RP11-333E1.1	ENSG00000261879.5	gene	antisense	RP11-333E1.1	chr17	-0.137266770348707	2.54421360678845	-2.18507574864423	0.030091315089294	0.0690910310856026	-4.06359312838678
RP13-20L14.1	ENSG00000260011.2	gene	lincRNA	RP13-20L14.1	chr17	-0.28058076704463	2.52749802404523	-2.13867488206055	0.0337227368296769	0.0752935842035458	-4.06404495288533
RP11-421L21.3	ENSG00000233184.6	gene	antisense	RP11-421L21.3	chr1	-0.14580254713367	3.48295444010032	-2.21353622399785	0.0280357278965071	0.065461541240117	-4.06406274066949
UBE2D1	ENSG00000072401.14	gene	protein_coding	UBE2D1	chr10	-0.142889276216736	4.72656332642465	-2.2659254052343	0.024569296654197	0.0591208572442502	-4.0642140622144
RRP8	ENSG00000132275.10	gene	protein_coding	RRP8	chr11	0.105705995089936	3.61525346943622	2.21415071679431	0.0279927249742389	0.0653857920377645	-4.0642969091812
DYNC2H1	ENSG00000187240.13	gene	protein_coding	DYNC2H1	chr11	0.149009506235549	2.81483006974619	2.17162725716169	0.0311072387089461	0.0707789318047937	-4.06431092160954
SLC6A16	ENSG00000063127.15	gene	protein_coding	SLC6A16	chr19	0.226404552434614	2.14522754057513	2.11716238865807	0.0355306778869086	0.0783452413438903	-4.06497620734641
FAM26E	ENSG00000178033.5	gene	protein_coding	FAM26E	chr6	-0.210012001237183	1.37816263654231	-2.09766203089813	0.0372409145871607	0.0812183087043403	-4.06509809338814
RP1-273N12.4	ENSG00000283010.1	gene	lincRNA	RP1-273N12.4	chr6	-0.185101285919698	1.24997562851147	-2.09501471868061	0.037478450465048	0.0815608854932574	-4.06549186991729
DPY19L2P3	ENSG00000227855.3	gene	transcribed_unprocessed_pseudogene	DPY19L2P3	chr7	-0.16320659028731	2.23282563062852	-2.13515672123046	0.0340128711231079	0.0757883647243535	-4.06589784128206
RP11-169K17.3	ENSG00000272483.1	gene	antisense	RP11-169K17.3	chr3	-0.19512454668189	1.08764176448031	-2.08969105327402	0.0379600640744532	0.0823658573915496	-4.06640734222857
RP11-805F19.2	ENSG00000263635.1	gene	lincRNA	RP11-805F19.2	chr18	-0.231480311115772	0.931570155989843	-2.09086733562183	0.0378531957229834	0.082177946992075	-4.06655242445044
AC002429.5	ENSG00000236197.3	gene	protein_coding	AC002429.5	chr7	-0.222967364514164	2.16426970653246	-2.13626306619593	0.0339214025664516	0.0756191794430793	-4.06701748227196
SNRPEP2	ENSG00000256968.1	gene	processed_pseudogene	SNRPEP2	chr9	-0.206153338162057	1.38980168537827	-2.10244348339706	0.0368151606356078	0.0805497174698145	-4.06771695250508
AC093901.1	ENSG00000226856.5	gene	lincRNA	AC093901.1	chr2	-0.23116206154495	0.89622252009915	-2.0819869735779	0.0386664132939448	0.083489595846741	-4.06826198270672
RP13-942N8.1	ENSG00000256092.2	gene	lincRNA	RP13-942N8.1	chr12	-0.169838737126257	2.57039035209169	-2.1552521370355	0.0323841819836587	0.0730355160977397	-4.06832243406291
KIRREL	ENSG00000183853.17	gene	protein_coding	KIRREL	chr1	-0.223095711891541	2.49943815541236	-2.15498614536727	0.0324052923379396	0.0730763520791612	-4.06832762918983
RNU6-460P	ENSG00000212460.1	gene	snRNA	RNU6-460P	chr5	-0.245958994686131	1.04266865778009	-2.10213646362754	0.036842372463363	0.0805730266996514	-4.06854041065645
DDX41	ENSG00000183258.11	gene	protein_coding	DDX41	chr5	-0.19484628175826	6.71166122097357	-2.23188203210819	0.0267763099623288	0.0632308668721208	-4.06858946560024
NEK6	ENSG00000119408.16	gene	protein_coding	NEK6	chr9	-0.223259398284463	4.96182089943988	-2.26440580543998	0.0246643154973367	0.0593084400128682	-4.06860149847906
COCH	ENSG00000100473.15	gene	protein_coding	COCH	chr14	-0.230092099724788	2.30507727897849	-2.15243436944233	0.0326084177687336	0.0734391191625742	-4.0689142293757
HMGN2P40	ENSG00000260602.2	gene	processed_pseudogene	HMGN2P40	chr15	-0.203011669188089	1.32459736019254	-2.10720889333926	0.0363949990676045	0.0798458365477743	-4.06968069695109
AKAP10	ENSG00000108599.14	gene	protein_coding	AKAP10	chr17	-0.0832677612836124	4.64709062050554	-2.26231682796159	0.0247954604596467	0.0595355327132343	-4.0698155906398
ZC3H14	ENSG00000100722.18	gene	protein_coding	ZC3H14	chr14	-0.0774887578694505	3.36885741657998	-2.21326894413223	0.0280544503547674	0.0654989710326735	-4.06981992470329
TRBJ2-1	ENSG00000211764.1	gene	TR_J_gene	TRBJ2-1	chr7	-0.252049444107092	0.825318511662331	-2.08338020805793	0.0385378469728549	0.0832969880905409	-4.07070242419478
CYB561D2	ENSG00000114395.10	gene	protein_coding	CYB561D2	chr3	0.151757102528817	4.60511197586399	2.25999342717886	0.0249420369863059	0.0597934995930609	-4.07074123553289
ZNF487	ENSG00000243660.9	gene	protein_coding	ZNF487	chr10	0.161517065066276	2.7742312685049	2.15357661458007	0.0325173577626665	0.0732543809597848	-4.07086317920297
NTNG1	ENSG00000162631.18	gene	protein_coding	NTNG1	chr1	-0.297601412519559	2.81930990008404	-2.18050755271665	0.0304331346461055	0.0696489667895538	-4.07091107036255
GRAMD1C	ENSG00000178075.19	gene	protein_coding	GRAMD1C	chr3	-0.22975501517027	3.89444730457921	-2.22603810946174	0.0271720364375073	0.0639357491803243	-4.07183984226074
C1QTNF6	ENSG00000133466.13	gene	protein_coding	C1QTNF6	chr22	0.183662078814728	2.71240329517059	2.14723037797301	0.0330260718969021	0.0741053517708779	-4.07249024910014
ERHP1	ENSG00000254270.1	gene	processed_pseudogene	ERHP1	chr7	-0.212462172863593	1.0082784676976	-2.10395962492357	0.0366810345492119	0.0803105064673784	-4.0725892417197
TCEANC2	ENSG00000116205.12	gene	protein_coding	TCEANC2	chr1	0.159173821614948	3.19227539361779	2.17528747544596	0.0308278423582615	0.0703075932298933	-4.07281527319966
PLTP	ENSG00000100979.14	gene	protein_coding	PLTP	chr20	0.27897706916692	7.07700304702441	2.23735761981042	0.0264100866400756	0.0625603551701918	-4.07325051180695
EIF2S2P3	ENSG00000236493.2	gene	processed_pseudogene	EIF2S2P3	chr10	-0.213433648624624	1.03703007647899	-2.0830428135234	0.0385689477670147	0.0833433647349211	-4.07348194124159
RP1-150O5.3	ENSG00000235052.1	gene	lincRNA	RP1-150O5.3	chr1	-0.19737820433103	1.05371796223583	-2.07955025947221	0.0388921539461711	0.0838892770310088	-4.07358161005676
ACOX1	ENSG00000161533.11	gene	protein_coding	ACOX1	chr17	-0.104390717059197	4.71242581558155	-2.26090436135968	0.0248844789524286	0.0596962505336806	-4.07378314917354
CRCT1	ENSG00000169509.5	gene	protein_coding	CRCT1	chr1	-0.242290154573124	1.00677395087078	-2.0895982616932	0.037968505428356	0.0823731291184011	-4.07386049410336
SNORD83B	ENSG00000209480.1	gene	snoRNA	SNORD83B	chr22	-0.356110051894022	1.84581059466042	-2.11960093972633	0.0353216355991529	0.0780328152299456	-4.07388208418354
TM4SF1	ENSG00000169908.11	gene	protein_coding	TM4SF1	chr3	-0.407564674444534	5.65914480438659	-2.26106463285134	0.0248743640836432	0.0596837552421144	-4.07396306846435
RP11-425M5.7	ENSG00000276603.1	gene	sense_intronic	RP11-425M5.7	chr20	-0.201003673824636	2.17352955924505	-2.13639039136719	0.033910889398786	0.0756026701248478	-4.07555730797495
AC116614.1	ENSG00000235688.2	gene	antisense	AC116614.1	chr2	0.408721618947174	2.31710593672489	2.11798891947951	0.0354597055199859	0.0782241939705555	-4.07579408179135
RP11-477D19.2	ENSG00000235381.1	gene	antisense	RP11-477D19.2	chr6	-0.131419541495837	2.59208393938555	-2.14787539847938	0.0329740555178232	0.0740340333090003	-4.07628206028872
RP11-281A20.2	ENSG00000228512.2	gene	lincRNA	RP11-281A20.2	chr9	-0.213482439957274	1.37667740000496	-2.08542048938189	0.0383502325927064	0.0830125586281626	-4.07699261058574
SLC16A12	ENSG00000152779.13	gene	protein_coding	SLC16A12	chr10	0.25128481111548	1.53776160608174	2.09386638900269	0.0375818902464806	0.0816837046361331	-4.07790671746376
RP11-281O15.4	ENSG00000254035.1	gene	antisense	RP11-281O15.4	chr5	-0.178398385407856	2.26682053563143	-2.14831706419336	0.0329384790573255	0.0740043582477356	-4.07954549163107
MYL4	ENSG00000198336.9	gene	protein_coding	MYL4	chr17	-0.22233987369951	1.21936752933959	-2.09050414748796	0.0378861647651323	0.0822307277995317	-4.07992375931441
ALDH3A1	ENSG00000108602.17	gene	protein_coding	ALDH3A1	chr17	0.270349637921587	1.68301262031497	2.09964680467573	0.0370636746584925	0.0809623993931696	-4.08102508746116
AC019330.1	ENSG00000225421.2	gene	lincRNA	AC019330.1	chr2	0.309736079027173	1.20066510577731	2.07847265041743	0.0389923444441782	0.0840435631047889	-4.0810866353666
CTD-2349P21.9	ENSG00000266490.1	gene	lincRNA	CTD-2349P21.9	chr17	-0.262264034312305	3.95881394384758	-2.23751376070329	0.0263997077537803	0.0625496679045858	-4.08126881704294
ATP5D	ENSG00000099624.7	gene	protein_coding	ATP5D	chr19	-0.185649497798295	8.6401303556772	-2.18353500173464	0.0302062294294457	0.0692795590138022	-4.08144795205283
ARHGAP1	ENSG00000175220.11	gene	protein_coding	ARHGAP1	chr11	0.197819835679223	7.11135001956871	2.22597851882081	0.0271760977321782	0.0639391217313506	-4.08183840479483
USP32	ENSG00000170832.12	gene	protein_coding	USP32	chr17	0.163006860899888	4.51566533619726	2.25518395172461	0.0252478571095873	0.0604071554210108	-4.08187373565246
BAALC-AS2	ENSG00000236939.2	gene	antisense	BAALC-AS2	chr8	-0.202324253443796	3.24942251472956	-2.19733212933452	0.0291906022827829	0.0675808691160061	-4.0819860693041
RP5-1024G6.5	ENSG00000226754.1	gene	antisense	RP5-1024G6.5	chr1	0.189471348350339	2.08975305163755	2.10418613817548	0.036661032025312	0.0802919172901108	-4.08225083103257
RP11-407N8.6	ENSG00000274156.1	gene	lincRNA	RP11-407N8.6	chr12	-0.243755124183125	1.35408225122103	-2.08770427616847	0.0381411553156225	0.082648228431519	-4.08273988639344
RPF1	ENSG00000117133.10	gene	protein_coding	RPF1	chr1	-0.103015875459906	5.16737853228534	-2.25769937821629	0.0250875031119592	0.0600994050370101	-4.08287650902902
RP11-382A20.1	ENSG00000259308.3	gene	processed_pseudogene	RP11-382A20.1	chr15	-0.207027522092022	1.02034135912304	-2.07952886131974	0.0388941412884874	0.0838892770310088	-4.08301954418769
RP11-754B17.1	ENSG00000255158.1	gene	antisense	RP11-754B17.1	chr11	-0.194525341447477	1.21463434936128	-2.08186713447985	0.0386774890653325	0.0835054848664069	-4.08404105718115
RP11-303G3.6	ENSG00000255122.1	gene	processed_pseudogene	RP11-303G3.6	chr8	0.39898837334828	1.86475499269546	2.08241534096047	0.0386268449198625	0.0834258608660968	-4.0841530492487
PROSER2-AS1	ENSG00000225778.5	gene	antisense	PROSER2-AS1	chr10	-0.164940318269542	1.76765765825888	-2.10682707042406	0.036428511586303	0.0798974949072242	-4.08444704970256
LINC02062	ENSG00000248489.1	gene	lincRNA	LINC02062	chr5	-0.168785592836891	2.22052006715484	-2.12471367296294	0.0348867833713206	0.0773234690183438	-4.08451608424193
RAC2	ENSG00000128340.14	gene	protein_coding	RAC2	chr22	-0.297362033940962	2.95788482503732	-2.15586993698335	0.0323351962755806	0.0729524201712128	-4.084721817064
NSFL1C	ENSG00000088833.17	gene	protein_coding	NSFL1C	chr20	-0.083615085714082	6.03986748398353	-2.24554877714856	0.0258703819322088	0.0615575933897938	-4.08488334776152
AP000704.5	ENSG00000224790.2	gene	lincRNA	AP000704.5	chr21	-0.179787720795414	1.45738917144872	-2.09659340483364	0.0373366434921811	0.081361829865806	-4.08502638148159
AC008746.12	ENSG00000267838.2	gene	lincRNA	AC008746.12	chr19	0.209284025057647	3.21670874277729	2.15662349549232	0.0322755328207964	0.0728377435794432	-4.08546952807854
FBXL6	ENSG00000182325.10	gene	protein_coding	FBXL6	chr8	-0.143574951107207	4.77994247015681	-2.25604506810598	0.0251928621025657	0.0603111615620803	-4.08620407119689
SEMA6D	ENSG00000137872.16	gene	protein_coding	SEMA6D	chr15	0.177880531686573	4.29310598689882	2.24253045988118	0.0260681262242724	0.0619251621789247	-4.0863973408829
OTOS	ENSG00000178602.7	gene	protein_coding	OTOS	chr2	-0.370067917471975	3.58075463593645	-2.18067679400174	0.0304204112987899	0.0696263976387166	-4.08661273970224
RP11-409C19.2	ENSG00000253223.1	gene	processed_pseudogene	RP11-409C19.2	chr8	0.269950190531116	1.37768776304221	2.0819838910812	0.0386666981504759	0.083489595846741	-4.08713956706077
RPS2	ENSG00000140988.15	gene	protein_coding	RPS2	chr16	-0.14911710374904	9.80670170985031	-2.16005178197843	0.0320052947195942	0.0723621243869276	-4.08821031288928
PARM1	ENSG00000169116.11	gene	protein_coding	PARM1	chr4	-0.40116478053154	4.57131785582467	-2.24225478930317	0.0260862521672983	0.0619561221427535	-4.08838857240975
ZBTB43	ENSG00000169155.9	gene	protein_coding	ZBTB43	chr9	-0.0890200563419463	3.69769997033081	-2.22592357262137	0.0271798429609975	0.0639417500716563	-4.0886210324091
TUBBP2	ENSG00000214222.2	gene	processed_pseudogene	TUBBP2	chr13	-0.209173042291339	1.03253186598534	-2.09227363907043	0.0377257679462057	0.0819451775851429	-4.08862695942139
UBL4A	ENSG00000102178.12	gene	protein_coding	UBL4A	chrX	-0.143955711860933	6.19290421556964	-2.23326380668429	0.0266834783378901	0.0630446892586693	-4.0887096126967
RP1-111C20.4	ENSG00000271913.5	gene	antisense	RP1-111C20.4	chr6	-0.145754540182508	2.57884247952706	-2.15797515161242	0.032168752791901	0.0726630483446279	-4.08871965016981
HADHB	ENSG00000138029.13	gene	protein_coding	HADHB	chr2	0.160870586854013	7.10371208086193	2.22342785408674	0.027350429433247	0.0642560784193607	-4.08921228414861
LEKR1	ENSG00000197980.12	gene	protein_coding	LEKR1	chr3	-0.161723353421667	1.21340772460913	-2.08510432718454	0.0383792540028	0.0830440164016392	-4.08924243903967
MTAP	ENSG00000099810.18	gene	protein_coding	MTAP	chr9	-0.115562759615883	2.51395253485206	-2.12344457203233	0.0349942918588859	0.0774855406740711	-4.0893535125141
SNORA2A	ENSG00000206612.1	gene	snoRNA	SNORA2A	chr12	-0.240165883882984	1.23175518678035	-2.08531755886392	0.0383596788073408	0.0830256191960326	-4.08939620873327
STAT4	ENSG00000138378.17	gene	protein_coding	STAT4	chr2	-0.340176124993203	2.58102345329686	-2.14006278706143	0.033608867722597	0.0750944762320494	-4.08973255208956
EXOC8	ENSG00000116903.7	gene	protein_coding	EXOC8	chr1	-0.116356173525029	3.61290584194878	-2.2239153510991	0.0273170352328931	0.0642024214853447	-4.09020462265285
OARD1	ENSG00000124596.16	gene	protein_coding	OARD1	chr6	0.113980436698072	4.50306811639576	2.24534796169147	0.0258834975965572	0.0615687573498843	-4.09037840532279
YWHAG	ENSG00000170027.6	gene	protein_coding	YWHAG	chr7	-0.341213659516139	8.93216302411779	-2.15470216209816	0.0324278437034756	0.0731068789200853	-4.09044306047277
RP5-1057I20.6	ENSG00000274737.1	gene	sense_intronic	RP5-1057I20.6	chr12	-0.221477758600189	1.16425496394051	-2.07989389989021	0.0388602504272953	0.0838479862447761	-4.09083997006225
FHDC1	ENSG00000137460.8	gene	protein_coding	FHDC1	chr4	-0.181496089514818	1.58363885927768	-2.09553713541253	0.0374314728358636	0.0814878072742092	-4.09097701530109
SRP68P3	ENSG00000237911.2	gene	unprocessed_pseudogene	SRP68P3	chr17	-0.22106075261611	0.994004260878035	-2.07627850530156	0.0391970277462884	0.0843489649397146	-4.09124341038882
PLGLB1	ENSG00000183281.14	gene	protein_coding	PLGLB1	chr2	-0.210147804726499	1.78744002677937	-2.10554877606664	0.0365409001676966	0.0800648506015903	-4.09146981130214
ZNF737	ENSG00000237440.8	gene	protein_coding	ZNF737	chr19	-0.131409937676377	2.77744436203609	-2.16332511714573	0.0317490971440569	0.0719232340330452	-4.09171812606716
RP11-146D12.2	ENSG00000240240.8	gene	processed_transcript	RP11-146D12.2	chr9	-0.182330159635969	2.06814008579416	-2.11655517003413	0.0355828961960137	0.0783931959003017	-4.09190391772839
SASH3	ENSG00000122122.9	gene	protein_coding	SASH3	chrX	-0.32124319825804	2.97114431174392	-2.14067074127036	0.03355909328217	0.0750246016314614	-4.09192746695702
CLRN3	ENSG00000180745.4	gene	protein_coding	CLRN3	chr10	-0.200412313403712	1.40579808774731	-2.09195434512828	0.0377546674469932	0.0819933106297728	-4.09215569879612
SERTAD3	ENSG00000167565.12	gene	protein_coding	SERTAD3	chr19	0.201813223446253	4.18695019497876	2.22178149757908	0.0274634695722323	0.0644345433647455	-4.09224294163536
SPOCD1	ENSG00000134668.12	gene	protein_coding	SPOCD1	chr1	-0.25250466112881	1.76278353725662	-2.09869764406229	0.0371483440114645	0.0810818345562871	-4.09282338194101
ARNTL2	ENSG00000029153.14	gene	protein_coding	ARNTL2	chr12	-0.206293289876863	3.03139189578687	-2.18867437421253	0.0298243909314185	0.0686642164846606	-4.09345426785647
RP11-57H14.2	ENSG00000233547.1	gene	antisense	RP11-57H14.2	chr10	-0.220879640547663	1.01989180320171	-2.08241481310902	0.0386268936562507	0.0834258608660968	-4.09354317730962
RP11-295H24.4	ENSG00000275580.1	gene	lincRNA	RP11-295H24.4	chr15	-0.199946069514536	3.86939464199007	-2.23381796281685	0.0266463272954031	0.0629911720848385	-4.09376188504605
GAN	ENSG00000261609.5	gene	protein_coding	GAN	chr16	-0.123552356555845	3.43312178160624	-2.19569995631235	0.0293091838066219	0.0678037883441201	-4.09413487941167
RP11-326C3.12	ENSG00000255328.1	gene	lincRNA	RP11-326C3.12	chr11	-0.234731934463211	1.62098791970734	-2.09174879761038	0.0377732817261816	0.0820264141733308	-4.09487683087855
TMEM258	ENSG00000134825.15	gene	protein_coding	TMEM258	chr11	0.132191158921742	5.92951066691751	2.24545096518596	0.0258767695060024	0.0615667711794484	-4.09541757714828
DCAF10	ENSG00000122741.15	gene	protein_coding	DCAF10	chr9	-0.0730496323408931	3.54757999650896	-2.21466314147621	0.0279569087245942	0.0653155275480631	-4.09542906928929
STK3	ENSG00000104375.15	gene	protein_coding	STK3	chr8	0.161359342078876	2.88521646846926	2.14034283353331	0.0335859318519048	0.0750501214141113	-4.09562658502872
CTTNBP2	ENSG00000077063.10	gene	protein_coding	CTTNBP2	chr7	0.154045548808752	4.87068507808766	2.25129256124069	0.0254976877570229	0.0608672236193454	-4.0960422633372
CTD-3073N11.5	ENSG00000269181.1	gene	processed_pseudogene	CTD-3073N11.5	chr19	-0.224993367557036	0.803845105240923	-2.0686552862886	0.0399153305913375	0.0854726274676325	-4.09617878079958
RNU2-33P	ENSG00000222276.1	gene	snRNA	RNU2-33P	chr14	-0.222696108563012	0.915801412711422	-2.07234640575437	0.039566138951738	0.0849641801143677	-4.09656693225765
CTD-3131K8.2	ENSG00000269439.5	gene	lincRNA	CTD-3131K8.2	chr19	0.146558734081997	2.76811939718371	2.1460048127208	0.0331251001810579	0.0742727571104173	-4.0970414293841
RAP1A	ENSG00000116473.14	gene	protein_coding	RAP1A	chr1	0.146534165397862	5.93603243783447	2.24613044787939	0.0258324245168557	0.0614821280594268	-4.09711406467671
MRPS18B	ENSG00000204568.11	gene	protein_coding	MRPS18B	chr6	0.0949583134285614	6.4593888634231	2.23043547416271	0.0268737949380703	0.0633910156847546	-4.09715826073865
CTD-2574D22.4	ENSG00000260114.2	gene	sense_intronic	CTD-2574D22.4	chr16	0.119607559326462	3.47878966031691	2.19385705162044	0.0294435773806817	0.0679918600675765	-4.09716853194443
ARHGAP33	ENSG00000004777.18	gene	protein_coding	ARHGAP33	chr19	-0.145666333830932	6.15202037092013	-2.23081830510302	0.0268479655766376	0.0633631780463278	-4.0972681986681
GALNT18	ENSG00000110328.5	gene	protein_coding	GALNT18	chr11	-0.277686453970831	5.2325593155267	-2.23972312338383	0.0262532288092292	0.0622858173504189	-4.09736172635561
RPL24P2	ENSG00000235065.1	gene	processed_pseudogene	RPL24P2	chr20	-0.210089888556698	2.84898270248104	-2.17427307548618	0.030905056468146	0.0704308752219926	-4.09749527181961
TOB2	ENSG00000183864.4	gene	protein_coding	TOB2	chr22	0.195825859815596	6.1649629463611	2.24513572216928	0.025897365687683	0.0615916820314102	-4.0976510020817
RP11-803B1.2	ENSG00000244699.1	gene	unprocessed_pseudogene	RP11-803B1.2	chr3	-0.21566339757954	1.35547348349844	-2.08327819083474	0.0385472485833869	0.0833056100580745	-4.09777608202771
C16orf95	ENSG00000260456.6	gene	protein_coding	C16orf95	chr16	-0.119410950677614	2.36970944400364	-2.13453003829822	0.0340647771884211	0.0758831742349648	-4.09790779924491
MIR3186	ENSG00000266189.1	gene	miRNA	MIR3186	chr17	-0.22300962057886	0.818007198866638	-2.06528127259142	0.0402368249265997	0.0860096600302382	-4.09838940031433
THYN1	ENSG00000151500.14	gene	protein_coding	THYN1	chr11	-0.130622214288528	6.84307586401229	-2.21699237343117	0.0277946069129852	0.0650421069724854	-4.09848179598582
MATN1-AS1	ENSG00000186056.9	gene	antisense	MATN1-AS1	chr1	0.241201744786055	2.39469867904822	2.10931895428886	0.0362102765555115	0.0795338113745234	-4.09850446516639
ABCD3	ENSG00000117528.11	gene	protein_coding	ABCD3	chr1	0.115117977170435	4.69326153703309	2.24611222967683	0.0258336126243946	0.0614821280594268	-4.09885260735422
RP11-296O14.3	ENSG00000203739.3	gene	antisense	RP11-296O14.3	chr1	-0.139055387380776	1.92572778785627	-2.10390507409735	0.0366858531249489	0.0803105064673784	-4.09909860869138
RORC	ENSG00000143365.17	gene	protein_coding	RORC	chr1	0.250274018702846	1.2792986729539	2.07322104831616	0.0394837790059493	0.084847230455286	-4.09951615032683
